AptName,Target,EntrezGeneSymbol,ColCheck,UniProt
seq.20187.10,Integrin aVb3,ITGAV|ITGB3,PASS,P06756|P05106
seq.4917.62,Integrin aVb5,ITGAV|ITGB5,PASS,P06756|P18084
seq.20189.28,Integrin aVb6,ITGAV|ITGB6,PASS,P06756|P18564
seq.20189.4,Integrin aVb6,ITGAV|ITGB6,PASS,P06756|P18564
seq.20191.13,Integrin aVb8,ITGAV|ITGB8,PASS,P06756|P26012
seq.15603.20,Integrin alpha-2,ITGA2,PASS,P17301
seq.21905.10,Integrin alpha-2/ b1,ITGA2|ITGB1,PASS,P17301|P05556
seq.21981.2,Integrin alpha-M,ITGAM,PASS,P11215
seq.11205.10,Integrin beta-7,ITGB7,PASS,P26010
seq.5092.51,JAG1,JAG1,PASS,P78504
seq.7754.11,JAG1,JAG1,PASS,P78504
seq.5093.47,JAG2,JAG2,PASS,Q9Y219
seq.11816.84,JAK2,JAK2,PASS,O60674
seq.20511.3,JAM-A,F11R,PASS,Q9Y624
seq.2997.8,JAM-B,JAM2,PASS,P57087
seq.2998.53,JAM-C,JAM3,PASS,Q9BX67
seq.5094.62,JAML1,JAML,PASS,Q86YT9
seq.8232.90,JAML1,JAML,PASS,Q86YT9
seq.12623.84,JARD2,JARID2,PASS,Q92833
seq.21311.22,JDP2,JDP2,PASS,Q8WYK2
seq.9068.17,JKIP3,JAKMIP3,PASS,Q5VZ66
seq.18322.15,JMJD6,JMJD6,PASS,Q6NYC1
seq.15604.18,JNK2,MAPK9,PASS,P45984
seq.22987.69,JNK2,MAPK9,PASS,P45984
seq.9760.13,JNK2,MAPK9,PASS,P45984
seq.20449.72,JOS1,JOSD1,PASS,Q15040
seq.6940.18,JPH1,JPH1,PASS,Q9HDC5
seq.9089.77,JPH3,JPH3,PASS,Q8WXH2
seq.9111.40,JPH4,JPH4,PASS,Q96JJ6
seq.9038.12,JTB,JTB,PASS,O76095
seq.20073.22,K-ras,KRAS,PASS,P01116
seq.5193.51,K-ras,KRAS,PASS,P01116
seq.6285.71,K0152,MLEC,PASS,Q14165
seq.12434.25,K0174,IST1,PASS,P53990
seq.10830.5,K0494,EFCAB14,PASS,O75071
seq.9514.46,K0494,EFCAB14,PASS,O75071
seq.9075.121,K1024,MINAR1,PASS,Q9UPX6
seq.23625.44,K1143,KIAA1143,PASS,Q96AT1
seq.8068.43,K1161,MYORG,PASS,Q6NSJ0
seq.8093.13,K1161,MYORG,PASS,Q6NSJ0
seq.10637.50,K1324,ELAPOR1,PASS,Q6UXG2
seq.9097.5,K1324,ELAPOR1,PASS,Q6UXG2
seq.8363.18,K132L,ELAPOR2,PASS,A8MWY0
seq.7892.132,K1467,FAM234B,PASS,A2RU67
seq.9981.18,K1467,FAM234B,PASS,A2RU67
seq.11145.72,K154L,KIAA1549L,PASS,Q6ZVL6
seq.10432.3,K1644,SHISAL1,PASS,Q3SXP7
seq.22482.87,K1C14,KRT14,PASS,P02533
seq.6538.90,K2013,KIAA2013,PASS,Q8IYS2
seq.11177.16,K2C5,KRT5,PASS,P13647
seq.22483.109,K2C71,KRT71,PASS,Q3SY84
seq.13698.28,K319L,KIAA0319L,PASS,Q8IZA0
seq.17384.110,K6PF,PFKM,PASS,P08237
seq.19492.5,KAAG1,KAAG1,PASS,Q9UBP8
seq.11368.32,KAD2,AK2,PASS,P54819
seq.17432.25,KAD4,AK4,PASS,P27144
seq.3512.72,KAD_GEOSE,adk,PASS,P27142
seq.12785.49,KAISO,ZBTB33,PASS,Q86T24
seq.6603.18,KALM,ANOS1,PASS,P23352
seq.21483.155,KAP0,PRKAR1A,PASS,P10644
seq.12479.50,KAP1,PRKAR1B,PASS,P31321
seq.19125.26,KAP2,PRKAR2A,PASS,P13861
seq.25463.3,KAP3,PRKAR2B,PASS,P31323
seq.19277.4,KAT,TSTD1,PASS,Q8NFU3
seq.17365.7,KAT1,KYAT1,PASS,Q16773
seq.12682.5,KAT3,KYAT3,PASS,Q6YP21
seq.25879.6,KAT5,KAT5,PASS,Q92993
seq.24494.67,KATL1,KATNAL1,PASS,Q9BW62
seq.7144.234,KAZD1,KAZALD1,PASS,Q96I82
seq.12956.40,KBP,KIFBP,PASS,Q96EK5
seq.21317.25,KBRS1,NKIRAS1,PASS,Q9NYS0
seq.21624.64,KBRS2,NKIRAS2,PASS,Q9NYR9
seq.25285.14,KBTBB,KBTBD11,PASS,O94819
seq.22484.17,KC1AL,CSNK1A1L,PASS,Q8N752
seq.11289.31,KC1D,CSNK1D,PASS,P48730
seq.20130.144,KC1G1,CSNK1G1,PASS,Q9HCP0
seq.13042.7,KCA10,KCNA10,PASS,Q16322
seq.10015.119,KCAB2,KCNAB2,PASS,Q13303
seq.23370.39,KCAB3,KCNAB3,PASS,O43448
seq.18904.23,KCC4,CAMK4,PASS,Q16566
seq.23263.9,KCD15,KCTD15,PASS,Q96SI1
seq.23384.19,KCD17,KCTD17,PASS,Q8N5Z5
seq.8756.41,KCE1L,KCNE5,PASS,Q9UJ90
seq.8908.14,KCE1L,KCNE5,PASS,Q9UJ90
seq.13650.11,KCIP1,KCNIP1,PASS,Q9NZI2
seq.7011.8,KCIP4,KCNIP4,PASS,Q6PIL6
seq.8905.20,KCMB3,KCNMB3,PASS,Q9NPA1
seq.8067.21,KCNE3,KCNE3,PASS,Q9Y6H6
seq.12834.3,KCNF1,KCNF1,PASS,Q9H3M0
seq.13525.17,KCNG4,KCNG4,PASS,Q8TDN1
seq.13539.131,KCNN1,KCNN1,PASS,Q92952
seq.23336.2,KCNRG,KCNRG,PASS,Q8N5I3
seq.18197.97,KCRS,CKMT2,PASS,P17540
seq.15542.19,KCRU,CKMT1A,PASS,P12532
seq.23308.31,KCTD1,KCTD1,PASS,Q719H9
seq.23285.51,KCTD2,KCTD2,PASS,Q14681
seq.24440.11,KCTD3,KCTD3,PASS,Q9Y597
seq.21588.4,KCTD4,KCTD4,PASS,Q8WVF5
seq.12473.48,KCTD5,KCTD5,PASS,Q9NXV2
seq.23161.3,KCTD6,KCTD6,PASS,Q8NC69
seq.23267.5,KCTD6,KCTD6,PASS,Q8NC69
seq.22485.1,KCTD7,KCTD7,PASS,Q96MP8
seq.22857.5,KCTD7,KCTD7,PASS,Q96MP8
seq.6611.8,KDEL1,POGLUT2,PASS,Q6UW63
seq.8296.117,KDEL2,POGLUT3,PASS,Q7Z4H8
seq.23550.10,KDF1,KDF1,PASS,Q8NAX2
seq.22429.13,KDM1A,KDM1A,PASS,O60341
seq.25298.53,KDM4C,KDM4C,PASS,Q9H3R0
seq.24307.22,KDM8,KDM8,PASS,Q8N371
seq.19483.16,KDSR,KDSR,PASS,Q06136
seq.12568.14,KEAP1,KEAP1,PASS,Q14145
seq.8485.7,KEAP1,KEAP1,PASS,Q14145
seq.7070.25,KELL,KEL,PASS,P23276
seq.10758.2,KERA,KERA,PASS,O60938
seq.13067.5,KGP1B,PRKG1,PASS,Q13976
seq.17325.10,KGUA,GUK1,PASS,Q16774
seq.20464.7,KHDCL,KHDC1L,PASS,Q5JSQ8
seq.21804.15,KHDCL,KHDC1L,PASS,Q5JSQ8
seq.23395.5,KHDR2,KHDRBS2,PASS,Q5VWX1
seq.21856.59,KHK,KHK,PASS,P50053
seq.11672.17,KI16B,KIF16B,PASS,Q96L93
seq.17200.50,KI2L1,KIR2DL1,PASS,P43626
seq.7773.20,KI2L2,KIR2DL2,PASS,P43627
seq.17153.46,KI2L3,KIR2DL3,PASS,P43628
seq.5095.21,KI2L4,KIR2DL4,PASS,Q99706
seq.9245.1,KI2L4,KIR2DL4,PASS,Q99706
seq.7799.3,KI2LA,KIR2DL5A,PASS,Q8N109
seq.8000.17,KI2LA,KIR2DL5A,PASS,Q8N109
seq.10428.1,KI2S2,KIR2DS2,PASS,P43631
seq.17152.10,KI2S4,KIR2DS4,PASS,P43632
seq.18907.97,KI3L1,KIR3DL1,PASS,P43629
seq.5096.51,KI3L2,KIR3DL2,PASS,P43630
seq.7944.1,KI3L3,KIR3DL3,PASS,Q8N743
seq.8045.3,KI3L3,KIR3DL3,PASS,Q8N743
seq.5097.14,KI3S1,KIR3DS1,PASS,Q14943
seq.14603.51,KIAA0040,KIAA0040,PASS,Q15053
seq.15412.40,KIAP,BIRC7,PASS,Q96CA5
seq.9899.28,KIF1C,KIF1C,PASS,O43896
seq.12734.112,KIF22,KIF22,PASS,Q14807
seq.5228.25,KIF23,KIF23,PASS,Q02241
seq.13961.18,KIF3A,KIF3A,PASS,Q9Y496
seq.24953.27,KIF3B,KIF3B,PASS,O15066
seq.24407.31,KIF3C,KIF3C,PASS,O14782
seq.13476.16,KIN17,KIN,PASS,O60870
seq.22563.4,KIRR1,KIRREL1,PASS,Q96J84
seq.16609.106,KIRR2,KIRREL2,PASS,Q6UWL6
seq.7958.15,KIRR2,KIRREL2,PASS,Q6UWL6
seq.4557.61,KIRR3,KIRREL3,PASS,Q8IZU9
seq.11112.18,KISHA,TMEM167A,PASS,Q8TBQ9
seq.13421.17,KISHB,TMEM167B,PASS,Q9NRX6
seq.6606.61,KISS1,KISS1,PASS,Q15726
seq.19114.8,KITM,TK2,PASS,O00142
seq.23579.3,KKLC1,CT83,PASS,Q5H943
seq.12656.1,KLC1,KLC1,PASS,Q07866
seq.24245.2,KLC3,KLC3,PASS,Q6P597
seq.17850.42,KLF4,KLF4,PASS,O43474
seq.22488.17,KLF9,KLF9,PASS,Q13886
seq.12695.62,KLH12,KLHL12,PASS,Q53G59
seq.12463.7,KLH13,KLHL13,PASS,Q9P2N7
seq.24903.7,KLH14,KLHL14,PASS,Q9P2G3
seq.24256.7,KLH40,KLHL40,PASS,Q2TBA0
seq.23660.112,KLH41,KLHL41,PASS,O60662
seq.23649.6,KLHL2,KLHL2,PASS,O95198
seq.25039.10,KLHL3,KLHL3,PASS,Q9UH77
seq.12625.138,KLHL7,KLHL7,PASS,Q8IXQ5
seq.19557.3,KLOTB,KLB,PASS,Q86Z14
seq.15384.15,KLOTHO,KL,PASS,Q9UEF7
seq.10809.14,KLRB1,KLRB1,PASS,Q12918
seq.20562.78,KLRB1,KLRB1,PASS,Q12918
seq.5098.79,KLRF1,KLRF1,PASS,Q9NZS2
seq.7756.37,KLRF1,KLRF1,PASS,Q9NZS2
seq.10693.43,KLRG2,KLRG2,PASS,A4D1S0
seq.10762.2,KLRG2,KLRG2,PASS,A4D1S0
seq.25466.84,KMO,KMO,PASS,O15229
seq.11402.17,KMT2C,KMT2C,PASS,Q8NEZ4
seq.12730.3,KNTC2,NDC80,PASS,O14777
seq.3379.29,KPCI,PRKCI,PASS,P41743
seq.3817.18,KPCT,PRKCQ,PASS,Q04759
seq.9478.69,KPRA,PRPSAP1,PASS,Q14558
seq.19150.20,KPRB,PRPSAP2,PASS,O60256
seq.11203.97,KPYR,PKLR,PASS,P30613
seq.15607.56,KPYR,PKLR,PASS,P30613
seq.14615.46,KRA24,KRTAP2-4,PASS,Q9BYR9
seq.17331.138,KREM1,KREMEN1,PASS,Q96MU8
seq.6512.68,KREM1,KREMEN1,PASS,Q96MU8
seq.3202.28,KREM2,KREMEN2,PASS,Q8NCW0
seq.25089.21,KRIP-1,TRIM28,PASS,Q13263
seq.12329.21,KS6A1,RPS6KA1,PASS,Q15418
seq.12688.115,KS6A6,RPS6KA6,PASS,Q9UK32
seq.11817.1,KS6B1,RPS6KB1,PASS,P23443
seq.15608.5,KS6B1,RPS6KB1,PASS,P23443
seq.8962.48,KS6B1,RPS6KB1,PASS,P23443
seq.25112.6,KS6B2,RPS6KB2,PASS,Q9UBS0
seq.10722.13,KSYK,SYK,PASS,P43405
seq.11378.37,KSYK,SYK,PASS,P43405
seq.5739.75,KTDAP,KRTDAP,PASS,P60985
seq.6467.65,KTEL1,POGLUT1,PASS,Q8NBL1
seq.19504.22,KTHY,DTYMK,PASS,P23919
seq.23526.25,KTI12,KTI12,PASS,Q96EK9
seq.22050.19,KXDL1,KXD1,PASS,Q9BQD3
seq.4559.64,KYNU,KYNU,PASS,Q16719
seq.2831.29,Kallikrein 11,KLK11,PASS,Q9UBX7
seq.7775.15,Kallikrein 11,KLK11,PASS,Q9UBX7
seq.21444.40,Kallikrein 2,KLK2,PASS,P20151
seq.2833.20,Kallikrein 4,KLK4,PASS,Q9Y5K2
seq.3450.4,Kallikrein 6,KLK6,PASS,Q92876
seq.3378.49,Kallikrein 7,KLK7,PASS,P49862
seq.14105.5,Kallistatin,SERPINA4,PASS,P29622
seq.3449.58,Kallistatin,SERPINA4,PASS,P29622
seq.2860.19,Karyopherin-a2,KPNA2,PASS,P52292
seq.12923.51,Keratin 17,KRT17,PASS,Q04695
seq.5354.11,Keratin 18,KRT18,PASS,P05783
seq.15606.19,Keratin 19,KRT19,PASS,P08727
seq.12975.11,Keratin 20,KRT20,PASS,P35900
seq.22378.2,Keratin 34,KRT34,PASS,O76011
seq.22486.58,Keratin 6A,KRT6A,PASS,P02538
seq.11383.41,Keratin 7,KRT7,PASS,P08729
seq.11566.48,Keratin 72,KRT72,PASS,Q14CN4
seq.9931.20,Keratin-1,KRT1,PASS,P04264
seq.18905.5,Keratin-16,KRT16,PASS,P08779
seq.4918.21,"Kininogen, HMW",KNG1,PASS,P01042
seq.7784.1,"Kininogen, HMW",KNG1,PASS,P01042
seq.15343.337,"Kininogen, HMW, Two Chain",KNG1,PASS,P01042
seq.19631.13,Kininostatin,KNG1,PASS,P01042
seq.2835.1,Ku70,XRCC6,PASS,P12956
seq.19437.61,L-VEGF165,VEGFA,PASS,P15692
seq.21390.68,L-dopachrome tautomerase,DCT,PASS,P40126
seq.17231.1,L-plastin,LCP1,PASS,P13796
seq.9749.190,L-plastin,LCP1,PASS,P13796
seq.23619.235,L10K,C19orf53,PASS,Q9UNZ5
seq.8897.3,L37A2,LRRC37A2,PASS,A6NM11
seq.13526.5,LA,SSB,PASS,P05455
seq.13625.19,LA,SSB,PASS,P05455
seq.22381.1,LACB2,LACTB2,PASS,Q53H82
seq.23595.6,LACC1,LACC1,PASS,Q8IV20
seq.6407.63,LAD1,LAD1,PASS,O00515
seq.2781.63,LAG-1,CCL4L1,PASS,Q8NHW4
seq.5099.14,LAG-3,LAG3,PASS,P18627
seq.9950.229,LAG-3,LAG3,PASS,P18627
seq.11284.24,LAIR1,LAIR1,PASS,Q6GTX8
seq.7130.4,LAIR2,LAIR2,PASS,Q6ISS4
seq.20074.3,LAMA3,LAMA3,PASS,Q16787
seq.6577.64,LAMA4,LAMA4,PASS,Q16363
seq.6536.54,LAML2,PLBD2,PASS,Q8NHP8
seq.16902.17,LAMP1,LAMP1,PASS,P11279
seq.13986.6,LANC1,LANCL1,PASS,O43813
seq.12628.31,LANC2,LANCL2,PASS,Q9NS86
seq.13959.7,LAP,LAP3,PASS,P28838
seq.15610.72,LAP,LAP3,PASS,P28838
seq.8265.225,LAP2B,TMPO,PASS,P42167
seq.7935.26,LARGE,LARGE1,PASS,O95461
seq.21862.145,LASP-1,LASP1,PASS,Q14847
seq.10551.7,LAT,LAT,PASS,O43561
seq.3074.6,LBP,LBP,PASS,P18428
seq.15413.3,LCAT,LCAT,PASS,P04180
seq.7267.2,LCB2,SPTLC2,PASS,O15270
seq.25414.11,LCE3B,LCE3B,PASS,Q5TA77
seq.23334.21,LCE3C,LCE3C,PASS,Q5T5A8
seq.3452.17,LCK,LCK,PASS,P06239
seq.4560.34,LCK,LCK,PASS,P06239
seq.4237.70,LCMT1,LCMT1,PASS,Q9UIC8
seq.11708.2,LCN1,LCN1,PASS,P31025
seq.5643.2,LCN8,LCN8,PASS,Q6JVE9
seq.22490.16,LCNL1,LCNL1,PASS,Q6ZST4
seq.10890.135,LCTL,LCTL,PASS,Q6UWM7
seq.2783.18,LD78-beta,CCL3L1,PASS,P16619
seq.25926.29,LDB1,LDB1,PASS,Q86U70
seq.22491.10,LDB2,LDB2,PASS,O43679
seq.3890.8,LDH-H 1,LDHB,PASS,P07195
seq.15414.316,LDHA,LDHA,PASS,P00338
seq.9761.89,LDHA,LDHA,PASS,P00338
seq.9828.86,LDHC,LDHC,PASS,P07864
seq.13129.40,LDLR,LDLR,PASS,P01130
seq.8378.3,LDOC1,LDOC1,PASS,O95751
seq.20954.27,LDOCL,RTL6,PASS,Q6ICC9
seq.3504.58,LEAP-1,HAMP,PASS,P81172
seq.5708.1,LEAP2,LEAP2,PASS,Q969E1
seq.9928.125,LECT1,CNMD,PASS,O75829
seq.16763.11,LECT2,LECT2,PASS,O14960
seq.5970.61,LECT2,LECT2,PASS,O14960
seq.9197.4,LEG9,LGALS9,PASS,O00182
seq.18236.3,LEGL,LGALSL,PASS,Q3ZCW2
seq.8040.9,LEMD1,LEMD1,PASS,Q68G75
seq.12873.11,LEUK,SPN,PASS,P16150
seq.11617.1,LFA-1 alpha-L chain,ITGAL,PASS,P20701
seq.12750.9,LFA-1 beta-2,ITGB2,PASS,P05107
seq.5000.52,LG3BP,LGALS3BP,PASS,Q08380
seq.8003.57,LGI3,LGI3,PASS,Q8N145
seq.3622.33,LGMN,LGMN,PASS,Q99538
seq.7840.64,LGMN,LGMN,PASS,Q99538
seq.14012.17,LGP2,DHX58,PASS,Q96C10
seq.16304.6,LGR4,LGR4,PASS,Q9BXB1
seq.16296.43,LGR5,LGR5,PASS,O75473
seq.7122.31,LGR5,LGR5,PASS,O75473
seq.24499.36,LGSN,LGSN,PASS,Q5TDP6
seq.7790.21,LIF,LIF,PASS,P15018
seq.5837.49,LIF sR,LIFR,PASS,P42702
seq.5355.69,LIGHT,TNFSF14,PASS,O43557
seq.5988.49,LIGHT,TNFSF14,PASS,O43557
seq.6620.82,LIGO1,LINGO1,PASS,Q96FE5
seq.10827.67,LIGO3,LINGO3,PASS,P0C6S8
seq.11543.84,LIMA1,LIMA1,PASS,Q9UHB6
seq.25280.2,LIMD1,LIMD1,PASS,Q9UGP4
seq.20991.2,LIMD2,LIMD2,PASS,Q9BT23
seq.25308.8,LIMK1,LIMK1,PASS,P53667
seq.5100.53,LIMP II,SCARB2,PASS,Q14108
seq.18910.45,LIN7A,LIN7A,PASS,O14910
seq.22989.24,LIN7A,LIN7A,PASS,O14910
seq.15612.5,LIN7B,LIN7B,PASS,Q9HAP6
seq.22990.20,LIN7B,LIN7B,PASS,Q9HAP6
seq.4238.4,LIN7B,LIN7B,PASS,Q9HAP6
seq.12986.12,LIN7C,LIN7C,PASS,Q9NUP9
seq.13975.56,LIPA1,PPFIA1,PASS,Q13136
seq.6413.79,LIPK,LIPK,PASS,Q5VXJ0
seq.8097.77,LIPN,LIPN,PASS,Q5VXI9
seq.15613.16,LIPP,PNLIP,PASS,P16233
seq.6627.25,LIPR1,PNLIPRP1,PASS,P54315
seq.15471.29,LIPR2,PNLIPRP2,PASS,P54317
seq.6957.14,LIPR2,PNLIPRP2,PASS,P54317
seq.21706.29,LIRA1,LILRA1,PASS,O75019
seq.15614.168,LIRA2,LILRA2,PASS,Q8N149
seq.6391.52,LIRA3,LILRA3,PASS,Q8N6C8
seq.8299.66,LIRA4,LILRA4,PASS,P59901
seq.7787.25,LIRA5,LILRA5,PASS,A6NI73
seq.8766.29,LIRA5,LILRA5,PASS,A6NI73
seq.7059.14,LIRA6,LILRA6,PASS,Q6PI73
seq.11334.7,LIRB3,LILRB3,PASS,O75022
seq.15615.8,LIRB3,LILRB3,PASS,O75022
seq.6453.70,LIRB4,LILRB4,PASS,Q8NHJ6
seq.7015.8,LIRB5,LILRB5,PASS,O75023
seq.3204.2,LKHA4,LTA4H,PASS,P09960
seq.15481.45,LL-37,CAMP,PASS,P49913
seq.8013.9,LMA2L,LMAN2L,PASS,Q9H0V9
seq.12708.91,LMBL2,L3MBTL2,PASS,Q969R5
seq.22492.108,LMO3,LMO3,PASS,Q8TAP4
seq.23284.5,LMO4,LMO4,PASS,P61968
seq.12504.26,LMOD1,LMOD1,PASS,P29536
seq.21350.29,LN28B,LIN28B,PASS,Q6ZN17
seq.25491.54,LNP,LNPK,PASS,Q9C0E8
seq.9936.27,LNX1,LNX1,PASS,Q8TBB1
seq.6398.12,LONM,LONP1,PASS,P36776
seq.15427.35,LOXL3,LOXL3,PASS,P58215
seq.9017.58,LPH,LCT,PASS,P09848
seq.20578.10,LPHN3,ADGRL3,PASS,Q9HAR2
seq.24469.10,LPIN1,LPIN1,PASS,Q14693
seq.21987.76,LPL,LPL,PASS,P06858
seq.11246.3,LPLC1,BPIFB1,PASS,Q8TDL5
seq.11094.104,LPPL,CLC,PASS,Q05315
seq.21181.10,LR2BP,LRP2BP,PASS,Q9P2M1
seq.24718.8,LR75A,LRRC75A,PASS,Q8NAA5
seq.24638.3,LRA25,FAM89B,PASS,Q8N5H3
seq.22564.5,LRAD3,LDLRAD3,PASS,Q86YD5
seq.8960.3,LRAP,ERAP2,PASS,Q6P179
seq.6557.50,LRC15,LRRC15,PASS,Q8TF66
seq.23288.28,LRC20,LRRC20,PASS,Q8TCA0
seq.9989.12,LRC24,LRRC24,PASS,Q50LG9
seq.9317.4,LRC25,LRRC25,PASS,Q8N386
seq.9987.30,LRC25,LRRC25,PASS,Q8N386
seq.7551.33,LRC32,LRRC32,PASS,Q14392
seq.18947.3,LRC3B,LRRC3B,PASS,Q96PB8
seq.11911.13,LRC4B,LRRC4B,PASS,Q9NT99
seq.9916.146,LRC4B,LRRC4B,PASS,Q9NT99
seq.10785.8,LRC52,LRRC52,PASS,Q8N7C0
seq.19163.26,LRC59,LRRC59,PASS,Q96AG4
seq.11252.30,LRCH4,LRCH4,PASS,O75427
seq.8984.28,LRCH4,LRCH4,PASS,O75427
seq.7910.41,LRFN1,LRFN1,PASS,Q9P244
seq.7200.4,LRFN2,LRFN2,PASS,Q9ULH4
seq.21691.27,LRFN3,LRFN3,PASS,Q9BTN0
seq.21696.80,LRFN4,LRFN4,PASS,Q6PJG9
seq.6587.6,LRFN5,LRFN5,PASS,Q96NI6
seq.18831.6,LRIG1,LRIG1,PASS,Q96JA1
seq.3322.52,LRIG3,LRIG3,PASS,Q6UXM1
seq.11716.28,LRIT2,LRIT2,PASS,A6NDA9
seq.11534.6,LRIT3,LRIT3,PASS,Q3SXY7
seq.10704.91,LRMP,IRAG2,PASS,Q12912
seq.9096.80,LRMP,IRAG2,PASS,Q12912
seq.10699.52,LRP1,LRP1,PASS,Q07954
seq.16610.13,LRP10,LRP10,PASS,Q7Z4F1
seq.15472.16,LRP11,LRP11,PASS,Q86VZ4
seq.6713.4,LRP11,LRP11,PASS,Q86VZ4
seq.8330.1,LRP11,LRP11,PASS,Q86VZ4
seq.15506.34,LRP12,LRP12,PASS,Q9Y561
seq.7744.10,LRP12,LRP12,PASS,Q9Y561
seq.11275.94,LRP1B,LRP1B,PASS,Q9NZR2
seq.19558.10,LRP4,LRP4,PASS,O75096
seq.25922.7,LRP5,LRP5,PASS,O75197
seq.22584.2,LRP6,LRP6,PASS,O75581
seq.3323.37,LRP8,LRP8,PASS,Q14114
seq.6917.49,LRRC3,LRRC3,PASS,Q9BY71
seq.21690.31,LRRC4,LRRC4,PASS,Q9HBW1
seq.25479.8,LRRF2,LRRFIP2,PASS,Q9Y608
seq.10990.21,LRRK2,LRRK2,PASS,Q5S007
seq.11293.14,LRRN1,LRRN1,PASS,Q6UXK5
seq.11586.2,LRRN1,LRRN1,PASS,Q6UXK5
seq.19360.22,LRRT1,LRRTM1,PASS,Q86UE6
seq.4452.9,LRRT1,LRRTM1,PASS,Q86UE6
seq.6904.14,LRRT2,LRRTM2,PASS,O43300
seq.4453.83,LRRT3,LRRTM3,PASS,Q86VH5
seq.6572.10,LRRT4,LRRTM4,PASS,Q86VH4
seq.8646.61,LRRT4,LRRTM4,PASS,Q86VH4
seq.24411.144,LRSM1,LRSAM1,PASS,Q6UWE0
seq.9368.64,LRTM1,LRTM1,PASS,Q9HBL6
seq.8906.60,LRTM2,LRTM2,PASS,Q8N967
seq.2999.6,LSAMP,LSAMP,PASS,Q13449
seq.8376.25,LSHB,LHB,PASS,P01229
seq.14634.13,LSHR,LHCGR,PASS,P22888
seq.17795.176,LSM1,LSM1,PASS,O15116
seq.20380.50,LSM12,LSM12,PASS,Q3MHD2
seq.20976.19,LSM3,LSM3,PASS,P62310
seq.16854.17,LSM4,LSM4,PASS,Q9Y4Z0
seq.21533.51,LSP1,LSP1,PASS,P33241
seq.9531.24,LST1,LST1,PASS,O00453
seq.13477.65,LT4R1,LTB4R,PASS,Q15722
seq.13543.7,LTB4DH,PTGR1,PASS,Q14914
seq.19617.5,LTB4DH,PTGR1,PASS,Q14914
seq.13133.73,LTBP4,LTBP4,PASS,Q8N2S1
seq.23181.2,LTK,LTK,PASS,P29376
seq.12490.92,LTOR3,LAMTOR3,PASS,Q9UHA4
seq.3717.23,LUCI_PHOPY,,PASS,P08659
seq.8483.5,LUCI_PHOPY,,PASS,P08659
seq.12422.143,LX15B,ALOX15B,PASS,O15296
seq.6256.9,LY66C,LY6G6C,PASS,O95867
seq.6469.62,LY66D,LY6G6D,PASS,O95868
seq.19784.16,LY6D,LY6D,PASS,Q14210
seq.16620.26,LY75,LY75,PASS,O60449
seq.3623.84,LY86,LY86,PASS,O95711
seq.3324.51,LY9,LY9,PASS,Q9HBG7
seq.9243.10,LYG1,LYG1,PASS,Q8N1E2
seq.15416.54,LYG2,LYG2,PASS,Q86SG7
seq.3453.87,LYN,LYN,PASS,P07948
seq.3381.24,LYNB,LYN,PASS,P07948
seq.9327.3,LYPD1,LYPD1,PASS,Q8N2G4
seq.13107.9,LYPD3,LYPD3,PASS,O95274
seq.12428.2,LYPL1,LYPLAL1,PASS,Q5VWZ2
seq.22496.21,LYRM1,LYRM1,PASS,O43325
seq.10563.13,LYSM3,LYSMD3,PASS,Q7Z3D4
seq.9106.87,LYSM4,LYSMD4,PASS,Q5XG99
seq.3206.4,LYVE1,LYVE1,PASS,Q9Y5Y7
seq.6377.54,LYZL2,LYZL2,PASS,Q7Z4W2
seq.19338.3,LZIC,LZIC,PASS,Q8WZA0
seq.20378.110,LZTL1,LZTFL1,PASS,Q9NQ48
seq.14755.4,Lactoferrin,LTF,PASS,P02788
seq.2780.35,Lactoferrin,LTF,PASS,P02788
seq.3889.64,Lamin-B1,LMNB1,PASS,P20700
seq.20217.26,Lamin-B2,LMNB2,PASS,Q03252
seq.9580.5,Laminin gamma-2,LAMC2,PASS,Q13753
seq.18347.15,Laminin-2,LAMA2|LAMB1|LAMC1,PASS,P24043|P07942|P11047
seq.2635.61,Layilin,LAYN,PASS,Q6UX15
seq.7638.30,"Lectin, mannose-binding 2",LMAN2,PASS,Q12907
seq.9468.8,"Lectin, mannose-binding 2",LMAN2,PASS,Q12907
seq.15503.15,Lefty-A,LEFTY2,PASS,O00292
seq.15503.20,Lefty-A,LEFTY2,PASS,O00292
seq.2575.5,Leptin,LEP,PASS,P41159
seq.8484.24,Leptin,LEP,PASS,P41159
seq.2836.68,Lipocalin 2,LCN2,PASS,P80188
seq.15504.39,Livin B,BIRC7,PASS,Q96CA5
seq.13114.50,Lumican,LUM,PASS,P51884
seq.2953.31,Luteinizing hormone,CGA|LHB,PASS,P01215|P01229
seq.14078.69,Lymphotactin,XCL1,PASS,P47992
seq.4143.74,Lymphotactin,XCL1,PASS,P47992
seq.3505.6,Lymphotoxin a1/b2,LTA|LTB,PASS,P01374|Q06643
seq.3506.49,Lymphotoxin a2/b1,LTA|LTB,PASS,P01374|Q06643
seq.9237.54,Lysosomal acid phosphatase,ACP2,PASS,P11117
seq.4920.10,Lysozyme,LYZ,PASS,P61626
seq.6504.65,Lysyl oxidase-like protein 2,LOXL2,PASS,Q9Y4K0
seq.13682.47,M-CSF R,CSF1R,PASS,P07333
seq.2638.12,M-CSF R,CSF1R,PASS,P07333
seq.23685.132,M1AP,M1AP,PASS,Q8TC57
