pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,hit_genes,padj,draw,covariate,direction,n_sig_hits,label
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG,13,39,1141,7481,2.7983569096020404,0.003811351299697489,CCL27;HLA-DRB3;ICOSLG;IL15RA;IL4;ITGB7;TGFB1;TNFRSF13B,0.1041769355250647,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_HEME_METABOLISM,Hallmark,25,98,1141,7481,1.9230533954602047,0.005427915414876969,ALAD;BACH1;BLVRA;BLVRB;BPGM;CA1;CLIC2;CTSE;DCAF11;EPB41;FN3K;GCLM;HBD;HDGF;MAP2K3;PGLS;PSMD9;SNCA;TCEA1;TOP1;UBAC1;UROS,0.127168304005689,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ASTHMA,KEGG,7,18,1141,7481,3.55077281282477,0.012822133572498584,HLA-DRB3;IL13;IL4;RNASE3,0.262853738236221,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG,5,11,1141,7481,4.645188148465674,0.01695087513504778,COASY;DPYS;PANK3;VNN2,0.30888261357198177,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PROTEASOME,KEGG,9,28,1141,7481,2.644487367900131,0.019410466225155916,IFNG;PSMA1;PSMA2;PSMA6;PSMB5;PSME1;PSME2,0.318331646092557,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG,7,20,1141,7481,3.003658242179704,0.02371266382219512,G6PD;PGD;PGLS;PRPS1;PRPS2;RPE;RPIA,0.35353426062181814,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PYRUVATE_METABOLISM,KEGG,10,36,1141,7481,2.146916109345893,0.03849261295726058,ALDH1B1;ALDH2;GLO1;LDHA;LDHB;MDH1;PCK1;PKLR,0.5260657104158946,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,4,133,26,7481,10.315391905046818,0.001053612159148053,SMPDL3A;TNFRSF18,0.003160836477444159,Venous,hyperglycemia,down,20,Venous · Hyperglycemia / Normoglycemia · higher in neg
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,3,137,26,7481,7.119932635006116,0.011479993233795407,CCL8;SOS1,0.01721998985069311,Venous,hyperglycemia,down,20,Venous · Hyperglycemia / Normoglycemia · higher in neg
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,4,324,26,7481,4.052648010561233,0.024296629269917873,CCL8;TNFRSF18,0.024296629269917873,Venous,hyperglycemia,down,20,Venous · Hyperglycemia / Normoglycemia · higher in neg
HALLMARK_NOTCH_SIGNALING,Hallmark,8,23,731,7481,4.966334483352972,0.001033144145736409,DLL1;FZD7;KAT2A;NOTCH2,0.08885039653333117,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_AXON_GUIDANCE,KEGG,23,127,731,7481,2.075711055228165,0.0025283954787455576,EFNA1;EFNA2;EFNA4;EFNA5;EFNB1;EFNB2;EPHA7;NTN1;SEMA5B;UNC5B;UNC5C;UNC5D,0.10872100558605897,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_NOTCH_SIGNALING_PATHWAY,KEGG,7,29,731,7481,2.9560682451907057,0.01904005844371399,DLL1;KAT2A;NOTCH2,0.5458150087198012,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG,5,23,451,7481,4.365645672914529,0.010603753075130474,GOT1;LDHA;MAT1A;MAT2B,0.5170593745744505,Venous,hypothermia,down,155,Venous · Hypothermia / Normothermia · higher in neg
KEGG_BLADDER_CANCER,KEGG,7,46,451,7481,2.825495249009013,0.01915034720646113,ARAF;MDM2;VEGFA,0.5170593745744505,Venous,hypothermia,down,155,Venous · Hypothermia / Normothermia · higher in neg
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,9,74,451,7481,2.181538921183151,0.03290495790820724,ANAPC7;CUL4B;KEAP1;MDM2;UBE2J1;UBE2W;UBE2Z,0.5922892423477303,Venous,hypothermia,down,155,Venous · Hypothermia / Normothermia · higher in neg
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,12,107,490,7481,1.8220965499716666,0.04645113816912777,CNTN2;ITGB1;L1CAM;NCAM1;NLGN1;NLGN2;SELPLG,0.9998087858099722,Venous,hypothermia,up,184,Venous · Hypothermia / Normothermia · higher in pos
KEGG_APOPTOSIS,KEGG,7,67,342,7481,2.4648540019993046,0.03247691358379551,CASP10;CHP1;CSF2RB;IL3RA,0.5921120812202412,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,9,65,102,7481,12.64178701935113,1.9357017462673207e-7,BTK;GSK3B;KRAS;LYN;PRKCB,8.132887156059304e-6,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,12,137,102,7481,7.7322236540726195,2.904602555735466e-7,CCL8;CSK;GSK3B;KRAS;LYN;PRKCB;STAT1,8.132887156059304e-6,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_PROSTATE_CANCER,KEGG,9,76,102,7481,10.548992652093496,7.62147687697157e-7,GSK3B;HSP90B1;KLK3;KRAS,1.4226756837013598e-5,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG,8,70,102,7481,10.034931088500754,4.255841222887881e-6,BTK;KRAS;LYN;PRKCA;PRKCB,5.9581777120430334e-5,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_LONG_TERM_DEPRESSION,KEGG,6,39,102,7481,13.898177751014083,1.2557524799501277e-5,KRAS;LYN;PRKCA;PRKCB,1.406442777544143e-4,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_LONG_TERM_POTENTIATION,KEGG,5,29,102,7481,15.773589767601749,3.9099636971661444e-5,KRAS;PPP1CC;PRKCA;PRKCB,3.626404285035844e-4,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_PATHWAYS_IN_CANCER,KEGG,13,259,102,7481,4.2337665888182565,4.533005356294805e-5,GSK3B;HSP90B1;KLK3;KRAS;PRKCA;PRKCB;STAT1,3.626404285035844e-4,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_MELANOGENESIS,KEGG,6,58,102,7481,8.79607743392096,1.2638134578922091e-4,GSK3B;KRAS;PRKCA;PRKCB,8.846694205245464e-4,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_TIGHT_JUNCTION,KEGG,6,62,102,7481,8.166204373510636,1.8369367981935564e-4,KRAS;MYL12B;PRKCA;PRKCB;RRAS,0.0011048545562460117,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,KEGG,4,22,102,7481,16.664431290592585,1.972954564725021e-4,KRAS;PRKCA;PRKCB,0.0011048545562460117,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,10,192,102,7481,4.2964647067767565,2.6902270317593735e-4,AARS1;CSK;LYN;PRKCB;STAT1;TIMP1,0.0013695701252593173,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,7,99,102,7481,5.832866426367785,3.7999031048737645e-4,CSK;GSK3B;KRAS;YWHAH,0.001773288115607757,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_ENDOMETRIAL_CANCER,KEGG,5,47,102,7481,8.994109267957016,4.1584682408031694e-4,GSK3B;ILK;KRAS,0.0017913401652690575,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_UV_RESPONSE_UP,Hallmark,7,107,102,7481,5.360655927488232,6.09049674271042e-4,DLG4;GLS;GRPEL1;LYN;PPIF,0.002436198697084168,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,6,84,102,7481,5.846710756900377,9.542025899912799e-4,GSK3B;KRAS;PPP1CC;TRIP10,0.0035623563359674453,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_ERBB_SIGNALING_PATHWAY,KEGG,6,86,102,7481,5.699083021754918,0.001079772685422402,GSK3B;KRAS;PRKCA;PRKCB,0.003779204398978407,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_FOCAL_ADHESION,KEGG,8,163,102,7481,3.9651054495695854,0.001652344063251819,GSK3B;ILK;MYL12B;PPP1CC;PRKCA;PRKCB;VASP,0.005443015737770698,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG,4,39,102,7481,8.556866609487694,0.0018574864082173393,KRAS;PRKCA;PRKCB,0.005778846603342833,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_GAP_JUNCTION,KEGG,4,40,102,7481,8.318214134035255,0.0020424994303737632,KRAS;PRKCA;PRKCB,0.005912967311897095,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,5,67,102,7481,6.079519563578482,0.0021117740399632483,LYN;PRKCA;PRKCB;VASP,0.005912967311897095,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_GLIOMA,KEGG,4,49,102,7481,6.647562037299133,0.004312535027535209,KRAS;PRKCA;PRKCB,0.011500093406760555,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_STARCH_AND_SUCROSE_METABOLISM,KEGG,3,25,102,7481,10.124435877429288,0.004551771439868365,AMY2B;GUSB,0.011586327301483111,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_COLORECTAL_CANCER,KEGG,4,53,102,7481,6.1019412804684166,0.005718143604332622,GSK3B;KRAS,0.013342335076776119,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,4,53,102,7481,6.1019412804684166,0.005718143604332622,CCL8;HSP90B1;TNFAIP3,0.013342335076776119,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_MTORC1_SIGNALING,Hallmark,6,123,102,7481,3.877939239919185,0.006518138377348867,GSK3B;HSP90B1;HSPA9;MTHFD2L;SHMT2,0.014600629965261463,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_ANDROGEN_RESPONSE,Hallmark,4,59,102,7481,5.432885965309987,0.008352699039360782,KLK3,0.017990428700161685,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_VEGF_SIGNALING_PATHWAY,KEGG,4,61,102,7481,5.24085522295769,0.00938157571469873,KRAS;PRKCA;PRKCB,0.019166714117866576,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,4,62,102,7481,5.148726619688694,0.009925619811038048,KRAS;PRKCA;PRKCB,0.019166714117866576,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_PANCREATIC_CANCER,KEGG,4,62,102,7481,5.148726619688694,0.009925619811038048,KRAS;STAT1,0.019166714117866576,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,6,137,102,7481,3.4569468672408514,0.010828912819471532,CSK;KRAS;MYL12B;PPP1CC;RRAS,0.02021397059634686,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_CELL_CYCLE,KEGG,4,68,102,7481,4.663669168756039,0.013621408920000229,GSK3B;YWHAH,0.024286400326136905,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_GLYCOLYSIS,Hallmark,6,145,102,7481,3.2544501841241975,0.014045427350980837,AGRN;COPB2;GUSB;HOMER1;ME2,0.024286400326136905,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,4,69,102,7481,4.591038518286147,0.01431162876361639,MYL12B;PRKCA;PRKCB;VASP,0.024286400326136905,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_ANGIOGENESIS,Hallmark,3,41,102,7481,5.850527214894225,0.01803351924831887,TIMP1,0.028324412117814224,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,3,41,102,7481,5.850527214894225,0.01803351924831887,PPP1CC;PRKCA;PRKCB,0.028324412117814224,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_COMPLEMENT,Hallmark,7,198,102,7481,2.772362274493135,0.018208550647166286,CSRP1;LYN;TIMP1;TNFAIP3,0.028324412117814224,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG,3,47,102,7481,5.048789328234439,0.02587444498776877,CSK;LYN,0.03813076103460661,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_OOCYTE_MEIOSIS,KEGG,3,47,102,7481,5.048789328234439,0.02587444498776877,PPP1CC;YWHAH,0.03813076103460661,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_PURINE_METABOLISM,KEGG,4,86,102,7481,3.6312590093648462,0.029533535799937023,NT5M;PDE11A;PDE5A,0.0424071283281147,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,4,87,102,7481,3.5863439158980266,0.030642424504944286,GSK3B;HSP90B1;PRKCB,0.042899394306921995,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_PEROXISOME,Hallmark,3,51,102,7481,4.626504119393099,0.03196553952238308,DLG4;YWHAH,0.04366024910374275,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,4,92,102,7481,3.380693125565681,0.03655374987314666,GSK3B;KRAS,0.04760488355572589,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_WNT_SIGNALING_PATHWAY,KEGG,4,92,102,7481,3.380693125565681,0.03655374987314666,GSK3B;PRKCA;PRKCB,0.04760488355572589,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_LEISHMANIA_INFECTION,KEGG,3,59,102,7481,3.961194543917264,0.04618730361843182,PRKCB;STAT1,0.05785438772833947,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
HALLMARK_COAGULATION,Hallmark,5,144,102,7481,2.6841617682623355,0.046490132995987074,CSRP1;MMP3;TIMP1,0.05785438772833947,Venous,obese,down,79,Venous · Obese / Non-obese · higher in neg
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG,8,47,479,7481,3.0317675440032468,0.009161317474967014,LEP;PCK1;POMC;PTPN11,0.28741628035815947,Venous,obese,up,184,Venous · Obese / Non-obese · higher in pos
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,7,39,479,7481,3.2294198551962996,0.010845897372006018,ADH1B;ADH1C;AKR1C1;AKR1C2;GSTA1;GSTA2,0.28741628035815947,Venous,obese,up,184,Venous · Obese / Non-obese · higher in pos
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG,4,18,479,7481,4.201989237892785,0.024756918715889635,CTH;DAO;GNMT;PSPH,0.43737223064738356,Venous,obese,up,184,Venous · Obese / Non-obese · higher in pos
